"","Condition","Agegroup","ET_first","Participant","Gender","Ageindays","Counterbalanced_order","Item_order","DV","In_for_et","Propcorrect","Vocabularycategory","Expressive_vocab_direct_raw","CDIIII_vocab","CDIIII_sentences","CDIIII_usingsentences","Item"
"531","passive","3_years","second","70","female",1309,"1","3",0,0,0.5,"vocab_under_median",20,85,8,9,3
"532","passive","3_years","second","70","female",1309,"1","4",0,0,0.5,"vocab_under_median",20,85,8,9,4
"533","passive","3_years","second","70","female",1309,"1","5",1,0,0.5,"vocab_under_median",20,85,8,9,5
"534","passive","3_years","second","70","female",1309,"1","6",1,0,0.5,"vocab_under_median",20,85,8,9,6
"535","passive","3_years","first","71","male",1203,"3","1",1,1,0.83,"vocab_under_median",15,87,8,9,2
"536","passive","3_years","first","71","male",1203,"3","2",0,1,0.83,"vocab_under_median",15,87,8,9,3
"537","passive","3_years","first","71","male",1203,"3","3",1,1,0.83,"vocab_under_median",15,87,8,9,4
"538","passive","3_years","first","71","male",1203,"3","4",1,1,0.83,"vocab_under_median",15,87,8,9,5
"539","passive","3_years","first","71","male",1203,"3","5",1,1,0.83,"vocab_under_median",15,87,8,9,6
"540","passive","3_years","first","71","male",1203,"3","6",1,1,0.83,"vocab_under_median",15,87,8,9,1
"541","passive","3_years","second","72","female",1201,"2","1",0,0,0.83,"vocab_above_median",34,NA,NA,NA,5
"542","passive","3_years","second","72","female",1201,"2","2",1,0,0.83,"vocab_above_median",34,NA,NA,NA,6
"543","passive","3_years","second","72","female",1201,"2","3",1,0,0.83,"vocab_above_median",34,NA,NA,NA,1
"544","passive","3_years","second","72","female",1201,"2","4",1,0,0.83,"vocab_above_median",34,NA,NA,NA,2
"545","passive","3_years","second","72","female",1201,"2","5",1,0,0.83,"vocab_above_median",34,NA,NA,NA,3
"546","passive","3_years","second","72","female",1201,"2","6",1,0,0.83,"vocab_above_median",34,NA,NA,NA,4
"547","passive","3_years","first","73","male",1220,"2","1",1,1,0.33,"vocab_under_median",12,66,11,11,5
"548","passive","3_years","first","73","male",1220,"2","2",1,1,0.33,"vocab_under_median",12,66,11,11,6
"549","passive","3_years","first","73","male",1220,"2","3",0,1,0.33,"vocab_under_median",12,66,11,11,1
"550","passive","3_years","first","73","male",1220,"2","4",0,1,0.33,"vocab_under_median",12,66,11,11,2
"551","passive","3_years","first","73","male",1220,"2","5",0,1,0.33,"vocab_under_median",12,66,11,11,3
"552","passive","3_years","first","73","male",1220,"2","6",0,1,0.33,"vocab_under_median",12,66,11,11,4
"553","passive","3_years","first","74","female",1220,"1","1",1,1,0.67,"vocab_under_median",13,79,10,11,1
"554","passive","3_years","first","74","female",1220,"1","2",0,1,0.67,"vocab_under_median",13,79,10,11,2
"555","passive","3_years","first","74","female",1220,"1","3",0,1,0.67,"vocab_under_median",13,79,10,11,3
"556","passive","3_years","first","74","female",1220,"1","4",1,1,0.67,"vocab_under_median",13,79,10,11,4
"557","passive","3_years","first","74","female",1220,"1","5",1,1,0.67,"vocab_under_median",13,79,10,11,5
"558","passive","3_years","first","74","female",1220,"1","6",1,1,0.67,"vocab_under_median",13,79,10,11,6
"559","passive","3_years","first","75","male",1207,"4","1",0,1,0.2,"vocab_above_median",20,81,10,11,4
"560","passive","3_years","first","75","male",1207,"4","2",NA,1,0.2,"vocab_above_median",20,81,10,11,5
"561","passive","3_years","first","75","male",1207,"4","3",0,1,0.2,"vocab_above_median",20,81,10,11,6
"562","passive","3_years","first","75","male",1207,"4","4",0,1,0.2,"vocab_above_median",20,81,10,11,1
"563","passive","3_years","first","75","male",1207,"4","5",1,1,0.2,"vocab_above_median",20,81,10,11,2
"564","passive","3_years","first","75","male",1207,"4","6",0,1,0.2,"vocab_above_median",20,81,10,11,3
"565","passive","3_years","second","76","male",1216,"3","1",1,0,0.5,"vocab_under_median",9,81,12,10,2
"566","passive","3_years","second","76","male",1216,"3","2",1,0,0.5,"vocab_under_median",9,81,12,10,3
"567","passive","3_years","second","76","male",1216,"3","3",0,0,0.5,"vocab_under_median",9,81,12,10,4
"568","passive","3_years","second","76","male",1216,"3","4",0,0,0.5,"vocab_under_median",9,81,12,10,5
"569","passive","3_years","second","76","male",1216,"3","5",1,0,0.5,"vocab_under_median",9,81,12,10,6
"570","passive","3_years","second","76","male",1216,"3","6",0,0,0.5,"vocab_under_median",9,81,12,10,1
"571","passive","3_years","second","77","female",1328,"1","1",1,0,1,"vocab_above_median",22,84,10,10,1
"572","passive","3_years","second","77","female",1328,"1","2",1,0,1,"vocab_above_median",22,84,10,10,2
"573","passive","3_years","second","77","female",1328,"1","3",1,0,1,"vocab_above_median",22,84,10,10,3
"574","passive","3_years","second","77","female",1328,"1","4",1,0,1,"vocab_above_median",22,84,10,10,4
"575","passive","3_years","second","77","female",1328,"1","5",1,0,1,"vocab_above_median",22,84,10,10,5
"576","passive","3_years","second","77","female",1328,"1","6",1,0,1,"vocab_above_median",22,84,10,10,6
"577","passive","3_years","first","153","male",1247,"2","1",1,1,1,"vocab_above_median",27,95,12,10,5
"578","passive","3_years","first","153","male",1247,"2","2",1,1,1,"vocab_above_median",27,95,12,10,6
"579","passive","3_years","first","153","male",1247,"2","3",1,1,1,"vocab_above_median",27,95,12,10,1
"580","passive","3_years","first","153","male",1247,"2","4",1,1,1,"vocab_above_median",27,95,12,10,2
"581","passive","3_years","first","153","male",1247,"2","5",1,1,1,"vocab_above_median",27,95,12,10,3
"582","passive","3_years","first","153","male",1247,"2","6",1,1,1,"vocab_above_median",27,95,12,10,4
"583","passive","3_years","second","154","female",1222,"1","1",1,0,0.67,"vocab_under_median",18,90,12,10,1
"584","passive","3_years","second","154","female",1222,"1","2",0,0,0.67,"vocab_under_median",18,90,12,10,2
"585","passive","3_years","second","154","female",1222,"1","3",0,0,0.67,"vocab_under_median",18,90,12,10,3
"586","passive","3_years","second","154","female",1222,"1","4",1,0,0.67,"vocab_under_median",18,90,12,10,4
"587","passive","3_years","second","154","female",1222,"1","5",1,0,0.67,"vocab_under_median",18,90,12,10,5
"588","passive","3_years","second","154","female",1222,"1","6",1,0,0.67,"vocab_under_median",18,90,12,10,6
"589","passive","3_years","second","157","male",1214,"4","1",0,0,0.67,"vocab_above_median",20,68,8,8,4
"590","passive","3_years","second","157","male",1214,"4","2",1,0,0.67,"vocab_above_median",20,68,8,8,5
"591","passive","3_years","second","157","male",1214,"4","3",1,0,0.67,"vocab_above_median",20,68,8,8,6
"592","passive","3_years","second","157","male",1214,"4","4",1,0,0.67,"vocab_above_median",20,68,8,8,1
"593","passive","3_years","second","157","male",1214,"4","5",0,0,0.67,"vocab_above_median",20,68,8,8,2
"594","passive","3_years","second","157","male",1214,"4","6",1,0,0.67,"vocab_above_median",20,68,8,8,3
"595","passive","3_years","first","158","female",1265,"2","1",1,1,0.17,"vocab_above_median",19,NA,NA,NA,5
"596","passive","3_years","first","158","female",1265,"2","2",0,1,0.17,"vocab_above_median",19,NA,NA,NA,6
"597","passive","3_years","first","158","female",1265,"2","3",0,1,0.17,"vocab_above_median",19,NA,NA,NA,1
"598","passive","3_years","first","158","female",1265,"2","4",0,1,0.17,"vocab_above_median",19,NA,NA,NA,2
"599","passive","3_years","first","158","female",1265,"2","5",0,1,0.17,"vocab_above_median",19,NA,NA,NA,3
"600","passive","3_years","first","158","female",1265,"2","6",0,1,0.17,"vocab_above_median",19,NA,NA,NA,4
"601","passive","3_years","first","159","female",1230,"3","1",1,1,0.5,"vocab_above_median",21,NA,NA,NA,2
"602","passive","3_years","first","159","female",1230,"3","2",0,1,0.5,"vocab_above_median",21,NA,NA,NA,3
"603","passive","3_years","first","159","female",1230,"3","3",0,1,0.5,"vocab_above_median",21,NA,NA,NA,4
"604","passive","3_years","first","159","female",1230,"3","4",0,1,0.5,"vocab_above_median",21,NA,NA,NA,5
"605","passive","3_years","first","159","female",1230,"3","5",1,1,0.5,"vocab_above_median",21,NA,NA,NA,6
"606","passive","3_years","first","159","female",1230,"3","6",1,1,0.5,"vocab_above_median",21,NA,NA,NA,1
