"","Condition","Agegroup","ET_first","Participant","Gender","Ageindays","Counterbalanced_order","Item_order","DV","In_for_et","Propcorrect","Vocabularycategory","Expressive_vocab_direct_raw","CDIIII_vocab","CDIIII_sentences","CDIIII_usingsentences","Item"
"257","passive","2_years","second","103","female",835,"1","5",1,0,0.17,"vocab_under_median",14,NA,NA,NA,5
"258","passive","2_years","second","103","female",835,"1","6",0,0,0.17,"vocab_under_median",14,NA,NA,NA,6
"259","passive","2_years","first","104","male",766,"4","1",NA,1,0.4,"vocab_under_median",21,NA,NA,NA,4
"260","passive","2_years","first","104","male",766,"4","2",0,1,0.4,"vocab_under_median",21,NA,NA,NA,5
"261","passive","2_years","first","104","male",766,"4","3",1,1,0.4,"vocab_under_median",21,NA,NA,NA,6
"262","passive","2_years","first","104","male",766,"4","4",1,1,0.4,"vocab_under_median",21,NA,NA,NA,1
"263","passive","2_years","first","104","male",766,"4","5",0,1,0.4,"vocab_under_median",21,NA,NA,NA,2
"264","passive","2_years","first","104","male",766,"4","6",0,1,0.4,"vocab_under_median",21,NA,NA,NA,3
"265","passive","2_years","first","105","female",741,"1","1",1,1,0.33,"vocab_under_median",21,NA,NA,NA,1
"266","passive","2_years","first","105","female",741,"1","2",0,1,0.33,"vocab_under_median",21,NA,NA,NA,2
"267","passive","2_years","first","105","female",741,"1","3",0,1,0.33,"vocab_under_median",21,NA,NA,NA,3
"268","passive","2_years","first","105","female",741,"1","4",0,1,0.33,"vocab_under_median",21,NA,NA,NA,4
"269","passive","2_years","first","105","female",741,"1","5",1,1,0.33,"vocab_under_median",21,NA,NA,NA,5
"270","passive","2_years","first","105","female",741,"1","6",0,1,0.33,"vocab_under_median",21,NA,NA,NA,6
"271","passive","2_years","second","106","female",827,"3","1",1,0,0.67,"vocab_above_median",25,NA,NA,NA,2
"272","passive","2_years","second","106","female",827,"3","2",1,0,0.67,"vocab_above_median",25,NA,NA,NA,3
"273","passive","2_years","second","106","female",827,"3","3",0,0,0.67,"vocab_above_median",25,NA,NA,NA,4
"274","passive","2_years","second","106","female",827,"3","4",0,0,0.67,"vocab_above_median",25,NA,NA,NA,5
"275","passive","2_years","second","106","female",827,"3","5",1,0,0.67,"vocab_above_median",25,NA,NA,NA,6
"276","passive","2_years","second","106","female",827,"3","6",1,0,0.67,"vocab_above_median",25,NA,NA,NA,1
"277","passive","2_years","second","107","female",783,"4","1",1,0,0.6,"vocab_under_median",13,NA,NA,NA,4
"278","passive","2_years","second","107","female",783,"4","2",NA,0,0.6,"vocab_under_median",13,NA,NA,NA,5
"279","passive","2_years","second","107","female",783,"4","3",1,0,0.6,"vocab_under_median",13,NA,NA,NA,6
"280","passive","2_years","second","107","female",783,"4","4",0,0,0.6,"vocab_under_median",13,NA,NA,NA,1
"281","passive","2_years","second","107","female",783,"4","5",0,0,0.6,"vocab_under_median",13,NA,NA,NA,2
"282","passive","2_years","second","107","female",783,"4","6",1,0,0.6,"vocab_under_median",13,NA,NA,NA,3
"283","passive","2_years","second","108","male",740,"1","1",1,1,0.67,"vocab_under_median",15,NA,NA,NA,1
"284","passive","2_years","second","108","male",740,"1","2",0,1,0.67,"vocab_under_median",15,NA,NA,NA,2
"285","passive","2_years","second","108","male",740,"1","3",1,1,0.67,"vocab_under_median",15,NA,NA,NA,3
"286","passive","2_years","second","108","male",740,"1","4",1,1,0.67,"vocab_under_median",15,NA,NA,NA,4
"287","passive","2_years","second","108","male",740,"1","5",0,1,0.67,"vocab_under_median",15,NA,NA,NA,5
"288","passive","2_years","second","108","male",740,"1","6",1,1,0.67,"vocab_under_median",15,NA,NA,NA,6
"289","passive","2_years","first","405","female",880,"2","1",1,1,0.83,"vocab_above_median",NA,NA,NA,NA,5
"290","passive","2_years","first","405","female",880,"2","2",1,1,0.83,"vocab_above_median",NA,NA,NA,NA,6
"291","passive","2_years","first","405","female",880,"2","3",1,1,0.83,"vocab_above_median",NA,NA,NA,NA,1
"292","passive","2_years","first","405","female",880,"2","4",0,1,0.83,"vocab_above_median",NA,NA,NA,NA,2
"293","passive","2_years","first","405","female",880,"2","5",1,1,0.83,"vocab_above_median",NA,NA,NA,NA,3
"294","passive","2_years","first","405","female",880,"2","6",1,1,0.83,"vocab_above_median",NA,NA,NA,NA,4
"295","passive","2_years","first","407","male",818,"3","1",0,1,0.33,"vocab_under_median",22,NA,NA,NA,2
"296","passive","2_years","first","407","male",818,"3","2",0,1,0.33,"vocab_under_median",22,NA,NA,NA,3
"297","passive","2_years","first","407","male",818,"3","3",0,1,0.33,"vocab_under_median",22,NA,NA,NA,4
"298","passive","2_years","first","407","male",818,"3","4",0,1,0.33,"vocab_under_median",22,NA,NA,NA,5
"299","passive","2_years","first","407","male",818,"3","5",1,1,0.33,"vocab_under_median",22,NA,NA,NA,6
"300","passive","2_years","first","407","male",818,"3","6",1,1,0.33,"vocab_under_median",22,NA,NA,NA,1
"301","passive","2_years","first","408","female",791,"3","1",1,1,0.83,"vocab_above_median",27,NA,NA,NA,2
"302","passive","2_years","first","408","female",791,"3","2",1,1,0.83,"vocab_above_median",27,NA,NA,NA,3
"303","passive","2_years","first","408","female",791,"3","3",0,1,0.83,"vocab_above_median",27,NA,NA,NA,4
"304","passive","2_years","first","408","female",791,"3","4",1,1,0.83,"vocab_above_median",27,NA,NA,NA,5
"305","passive","2_years","first","408","female",791,"3","5",1,1,0.83,"vocab_above_median",27,NA,NA,NA,6
"306","passive","2_years","first","408","female",791,"3","6",1,1,0.83,"vocab_above_median",27,NA,NA,NA,1
"307","active","3_years","first","31","female",1287,"2","1",1,1,1,"vocab_above_median",31,NA,NA,NA,5
"308","active","3_years","first","31","female",1287,"2","2",1,1,1,"vocab_above_median",31,NA,NA,NA,6
"309","active","3_years","first","31","female",1287,"2","3",1,1,1,"vocab_above_median",31,NA,NA,NA,1
"310","active","3_years","first","31","female",1287,"2","4",1,1,1,"vocab_above_median",31,NA,NA,NA,2
"311","active","3_years","first","31","female",1287,"2","5",1,1,1,"vocab_above_median",31,NA,NA,NA,3
"312","active","3_years","first","31","female",1287,"2","6",1,1,1,"vocab_above_median",31,NA,NA,NA,4
"313","active","3_years","first","32","male",1187,"4","1",1,1,0.67,"vocab_under_median",11,29,10,8,4
"314","active","3_years","first","32","male",1187,"4","2",1,1,0.67,"vocab_under_median",11,29,10,8,5
"315","active","3_years","first","32","male",1187,"4","3",1,1,0.67,"vocab_under_median",11,29,10,8,6
"316","active","3_years","first","32","male",1187,"4","4",0,1,0.67,"vocab_under_median",11,29,10,8,1
"317","active","3_years","first","32","male",1187,"4","5",0,1,0.67,"vocab_under_median",11,29,10,8,2
"318","active","3_years","first","32","male",1187,"4","6",1,1,0.67,"vocab_under_median",11,29,10,8,3
"319","active","3_years","first","33","female",1302,"4","1",1,1,1,"vocab_under_median",18,75,12,10,4
"320","active","3_years","first","33","female",1302,"4","2",1,1,1,"vocab_under_median",18,75,12,10,5
"321","active","3_years","first","33","female",1302,"4","3",1,1,1,"vocab_under_median",18,75,12,10,6
"322","active","3_years","first","33","female",1302,"4","4",1,1,1,"vocab_under_median",18,75,12,10,1
"323","active","3_years","first","33","female",1302,"4","5",1,1,1,"vocab_under_median",18,75,12,10,2
"324","active","3_years","first","33","female",1302,"4","6",1,1,1,"vocab_under_median",18,75,12,10,3
"325","active","3_years","first","34","male",1254,"2","1",0,1,0.33,"vocab_under_median",16,57,6,10,5
"326","active","3_years","first","34","male",1254,"2","2",1,1,0.33,"vocab_under_median",16,57,6,10,6
"327","active","3_years","first","34","male",1254,"2","3",1,1,0.33,"vocab_under_median",16,57,6,10,1
"328","active","3_years","first","34","male",1254,"2","4",0,1,0.33,"vocab_under_median",16,57,6,10,2
"329","active","3_years","first","34","male",1254,"2","5",0,1,0.33,"vocab_under_median",16,57,6,10,3
"330","active","3_years","first","34","male",1254,"2","6",0,1,0.33,"vocab_under_median",16,57,6,10,4
"331","active","3_years","second","35","male",1342,"1","1",1,0,0.67,"vocab_under_median",13,NA,NA,NA,1
"332","active","3_years","second","35","male",1342,"1","2",1,0,0.67,"vocab_under_median",13,NA,NA,NA,2
"333","active","3_years","second","35","male",1342,"1","3",1,0,0.67,"vocab_under_median",13,NA,NA,NA,3
"334","active","3_years","second","35","male",1342,"1","4",0,0,0.67,"vocab_under_median",13,NA,NA,NA,4
"335","active","3_years","second","35","male",1342,"1","5",0,0,0.67,"vocab_under_median",13,NA,NA,NA,5
"336","active","3_years","second","35","male",1342,"1","6",1,0,0.67,"vocab_under_median",13,NA,NA,NA,6
"337","active","3_years","first","36","female",1273,"4","1",1,1,1,"vocab_under_median",14,66,10,9,4
"338","active","3_years","first","36","female",1273,"4","2",1,1,1,"vocab_under_median",14,66,10,9,5
"339","active","3_years","first","36","female",1273,"4","3",1,1,1,"vocab_under_median",14,66,10,9,6
"340","active","3_years","first","36","female",1273,"4","4",1,1,1,"vocab_under_median",14,66,10,9,1
"341","active","3_years","first","36","female",1273,"4","5",1,1,1,"vocab_under_median",14,66,10,9,2
"342","active","3_years","first","36","female",1273,"4","6",1,1,1,"vocab_under_median",14,66,10,9,3
"343","active","3_years","second","37","male",1216,"2","1",0,0,0.33,"vocab_under_median",15,85,12,9,5
"344","active","3_years","second","37","male",1216,"2","2",0,0,0.33,"vocab_under_median",15,85,12,9,6
"345","active","3_years","second","37","male",1216,"2","3",0,0,0.33,"vocab_under_median",15,85,12,9,1
"346","active","3_years","second","37","male",1216,"2","4",1,0,0.33,"vocab_under_median",15,85,12,9,2
"347","active","3_years","second","37","male",1216,"2","5",1,0,0.33,"vocab_under_median",15,85,12,9,3
"348","active","3_years","second","37","male",1216,"2","6",0,0,0.33,"vocab_under_median",15,85,12,9,4
"349","active","3_years","first","38","female",1360,"1","1",1,1,0.5,"vocab_above_median",19,51,10,11,1
"350","active","3_years","first","38","female",1360,"1","2",0,1,0.5,"vocab_above_median",19,51,10,11,2
"351","active","3_years","first","38","female",1360,"1","3",0,1,0.5,"vocab_above_median",19,51,10,11,3
"352","active","3_years","first","38","female",1360,"1","4",1,1,0.5,"vocab_above_median",19,51,10,11,4
"353","active","3_years","first","38","female",1360,"1","5",0,1,0.5,"vocab_above_median",19,51,10,11,5
"354","active","3_years","first","38","female",1360,"1","6",1,1,0.5,"vocab_above_median",19,51,10,11,6
"355","active","3_years","second","39","male",1226,"2","1",1,0,0.83,"vocab_under_median",14,55,11,9,5
"356","active","3_years","second","39","male",1226,"2","2",1,0,0.83,"vocab_under_median",14,55,11,9,6
"357","active","3_years","second","39","male",1226,"2","3",1,0,0.83,"vocab_under_median",14,55,11,9,1
"358","active","3_years","second","39","male",1226,"2","4",0,0,0.83,"vocab_under_median",14,55,11,9,2
"359","active","3_years","second","39","male",1226,"2","5",1,0,0.83,"vocab_under_median",14,55,11,9,3
"360","active","3_years","second","39","male",1226,"2","6",1,0,0.83,"vocab_under_median",14,55,11,9,4
"361","active","3_years","second","40","female",1293,"3","1",1,0,0.67,"vocab_under_median",12,74,11,9,2
"362","active","3_years","second","40","female",1293,"3","2",1,0,0.67,"vocab_under_median",12,74,11,9,3
"363","active","3_years","second","40","female",1293,"3","3",1,0,0.67,"vocab_under_median",12,74,11,9,4
"364","active","3_years","second","40","female",1293,"3","4",1,0,0.67,"vocab_under_median",12,74,11,9,5
"365","active","3_years","second","40","female",1293,"3","5",0,0,0.67,"vocab_under_median",12,74,11,9,6
"366","active","3_years","second","40","female",1293,"3","6",0,0,0.67,"vocab_under_median",12,74,11,9,1
"367","active","3_years","second","41","male",1223,"1","1",1,0,0.5,"vocab_under_median",13,24,9,6,1
"368","active","3_years","second","41","male",1223,"1","2",1,0,0.5,"vocab_under_median",13,24,9,6,2
"369","active","3_years","second","41","male",1223,"1","3",0,0,0.5,"vocab_under_median",13,24,9,6,3
"370","active","3_years","second","41","male",1223,"1","4",0,0,0.5,"vocab_under_median",13,24,9,6,4
"371","active","3_years","second","41","male",1223,"1","5",1,0,0.5,"vocab_under_median",13,24,9,6,5
"372","active","3_years","second","41","male",1223,"1","6",0,0,0.5,"vocab_under_median",13,24,9,6,6
"373","active","3_years","second","42","male",1257,"3","1",1,0,0.67,"vocab_above_median",23,70,11,11,2
"374","active","3_years","second","42","male",1257,"3","2",0,0,0.67,"vocab_above_median",23,70,11,11,3
"375","active","3_years","second","42","male",1257,"3","3",1,0,0.67,"vocab_above_median",23,70,11,11,4
"376","active","3_years","second","42","male",1257,"3","4",1,0,0.67,"vocab_above_median",23,70,11,11,5
"377","active","3_years","second","42","male",1257,"3","5",1,0,0.67,"vocab_above_median",23,70,11,11,6
"378","active","3_years","second","42","male",1257,"3","6",0,0,0.67,"vocab_above_median",23,70,11,11,1
"379","active","3_years","first","47","female",1306,"3","1",0,1,0.83,"vocab_above_median",23,79,12,12,2
"380","active","3_years","first","47","female",1306,"3","2",1,1,0.83,"vocab_above_median",23,79,12,12,3
"381","active","3_years","first","47","female",1306,"3","3",1,1,0.83,"vocab_above_median",23,79,12,12,4
"382","active","3_years","first","47","female",1306,"3","4",1,1,0.83,"vocab_above_median",23,79,12,12,5
"383","active","3_years","first","47","female",1306,"3","5",1,1,0.83,"vocab_above_median",23,79,12,12,6
"384","active","3_years","first","47","female",1306,"3","6",1,1,0.83,"vocab_above_median",23,79,12,12,1
"385","active","3_years","first","56","male",1368,"3","1",0,1,0.67,"vocab_above_median",22,85,12,12,2
"386","active","3_years","first","56","male",1368,"3","2",0,1,0.67,"vocab_above_median",22,85,12,12,3
"387","active","3_years","first","56","male",1368,"3","3",1,1,0.67,"vocab_above_median",22,85,12,12,4
"388","active","3_years","first","56","male",1368,"3","4",1,1,0.67,"vocab_above_median",22,85,12,12,5
"389","active","3_years","first","56","male",1368,"3","5",1,1,0.67,"vocab_above_median",22,85,12,12,6
"390","active","3_years","first","56","male",1368,"3","6",1,1,0.67,"vocab_above_median",22,85,12,12,1
"391","active","3_years","second","59","male",1244,"2","1",0,0,0.67,"vocab_above_median",26,45,7,8,5
"392","active","3_years","second","59","male",1244,"2","2",1,0,0.67,"vocab_above_median",26,45,7,8,6
"393","active","3_years","second","59","male",1244,"2","3",1,0,0.67,"vocab_above_median",26,45,7,8,1
"394","active","3_years","second","59","male",1244,"2","4",1,0,0.67,"vocab_above_median",26,45,7,8,2
"395","active","3_years","second","59","male",1244,"2","5",0,0,0.67,"vocab_above_median",26,45,7,8,3
"396","active","3_years","second","59","male",1244,"2","6",1,0,0.67,"vocab_above_median",26,45,7,8,4
"397","active","3_years","first","60","male",1248,"3","1",1,1,0.67,"vocab_above_median",20,90,10,9,2
"398","active","3_years","first","60","male",1248,"3","2",1,1,0.67,"vocab_above_median",20,90,10,9,3
"399","active","3_years","first","60","male",1248,"3","3",1,1,0.67,"vocab_above_median",20,90,10,9,4
"400","active","3_years","first","60","male",1248,"3","4",1,1,0.67,"vocab_above_median",20,90,10,9,5
"401","active","3_years","first","60","male",1248,"3","5",0,1,0.67,"vocab_above_median",20,90,10,9,6
"402","active","3_years","first","60","male",1248,"3","6",0,1,0.67,"vocab_above_median",20,90,10,9,1
"403","active","3_years","first","62","female",1214,"1","1",1,1,0.83,"vocab_above_median",23,91,12,11,1
"404","active","3_years","first","62","female",1214,"1","2",1,1,0.83,"vocab_above_median",23,91,12,11,2
"405","active","3_years","first","62","female",1214,"1","3",1,1,0.83,"vocab_above_median",23,91,12,11,3
"406","active","3_years","first","62","female",1214,"1","4",1,1,0.83,"vocab_above_median",23,91,12,11,4
"407","active","3_years","first","62","female",1214,"1","5",0,1,0.83,"vocab_above_median",23,91,12,11,5
"408","active","3_years","first","62","female",1214,"1","6",1,1,0.83,"vocab_above_median",23,91,12,11,6
"409","active","3_years","second","63","female",1258,"4","1",0,0,0.67,"vocab_under_median",17,95,12,11,4
"410","active","3_years","second","63","female",1258,"4","2",1,0,0.67,"vocab_under_median",17,95,12,11,5
"411","active","3_years","second","63","female",1258,"4","3",0,0,0.67,"vocab_under_median",17,95,12,11,6
"412","active","3_years","second","63","female",1258,"4","4",1,0,0.67,"vocab_under_median",17,95,12,11,1
"413","active","3_years","second","63","female",1258,"4","5",1,0,0.67,"vocab_under_median",17,95,12,11,2
"414","active","3_years","second","63","female",1258,"4","6",1,0,0.67,"vocab_under_median",17,95,12,11,3
"415","active","3_years","second","64","female",1291,"1","1",1,0,0.67,"vocab_above_median",19,93,12,12,1
"416","active","3_years","second","64","female",1291,"1","2",0,0,0.67,"vocab_above_median",19,93,12,12,2
"417","active","3_years","second","64","female",1291,"1","3",1,0,0.67,"vocab_above_median",19,93,12,12,3
"418","active","3_years","second","64","female",1291,"1","4",1,0,0.67,"vocab_above_median",19,93,12,12,4
"419","active","3_years","second","64","female",1291,"1","5",1,0,0.67,"vocab_above_median",19,93,12,12,5
"420","active","3_years","second","64","female",1291,"1","6",0,0,0.67,"vocab_above_median",19,93,12,12,6
"421","active","3_years","second","66","male",1252,"3","1",1,0,0.83,"vocab_above_median",21,94,12,11,2
"422","active","3_years","second","66","male",1252,"3","2",1,0,0.83,"vocab_above_median",21,94,12,11,3
"423","active","3_years","second","66","male",1252,"3","3",0,0,0.83,"vocab_above_median",21,94,12,11,4
"424","active","3_years","second","66","male",1252,"3","4",1,0,0.83,"vocab_above_median",21,94,12,11,5
"425","active","3_years","second","66","male",1252,"3","5",1,0,0.83,"vocab_above_median",21,94,12,11,6
"426","active","3_years","second","66","male",1252,"3","6",1,0,0.83,"vocab_above_median",21,94,12,11,1
"427","active","3_years","second","68","female",1248,"4","1",1,0,0.5,"vocab_above_median",20,69,12,11,4
"428","active","3_years","second","68","female",1248,"4","2",1,0,0.5,"vocab_above_median",20,69,12,11,5
"429","active","3_years","second","68","female",1248,"4","3",0,0,0.5,"vocab_above_median",20,69,12,11,6
"430","active","3_years","second","68","female",1248,"4","4",0,0,0.5,"vocab_above_median",20,69,12,11,1
"431","active","3_years","second","68","female",1248,"4","5",0,0,0.5,"vocab_above_median",20,69,12,11,2
"432","active","3_years","second","68","female",1248,"4","6",1,0,0.5,"vocab_above_median",20,69,12,11,3
"433","active","3_years","first","150","male",1299,"4","1",1,1,1,"vocab_above_median",23,91,12,12,4
"434","active","3_years","first","150","male",1299,"4","2",1,1,1,"vocab_above_median",23,91,12,12,5
"435","active","3_years","first","150","male",1299,"4","3",1,1,1,"vocab_above_median",23,91,12,12,6
"436","active","3_years","first","150","male",1299,"4","4",1,1,1,"vocab_above_median",23,91,12,12,1
"437","active","3_years","first","150","male",1299,"4","5",1,1,1,"vocab_above_median",23,91,12,12,2
"438","active","3_years","first","150","male",1299,"4","6",1,1,1,"vocab_above_median",23,91,12,12,3
"439","active","3_years","second","151","male",1277,"4","1",1,0,1,"vocab_above_median",20,71,9,7,4
"440","active","3_years","second","151","male",1277,"4","2",1,0,1,"vocab_above_median",20,71,9,7,5
"441","active","3_years","second","151","male",1277,"4","3",1,0,1,"vocab_above_median",20,71,9,7,6
"442","active","3_years","second","151","male",1277,"4","4",1,0,1,"vocab_above_median",20,71,9,7,1
"443","active","3_years","second","151","male",1277,"4","5",1,0,1,"vocab_above_median",20,71,9,7,2
"444","active","3_years","second","151","male",1277,"4","6",1,0,1,"vocab_above_median",20,71,9,7,3
"445","active","3_years","first","164","female",1255,"2","1",1,1,1,"vocab_above_median",31,94,12,12,5
"446","active","3_years","first","164","female",1255,"2","2",1,1,1,"vocab_above_median",31,94,12,12,6
"447","active","3_years","first","164","female",1255,"2","3",1,1,1,"vocab_above_median",31,94,12,12,1
"448","active","3_years","first","164","female",1255,"2","4",1,1,1,"vocab_above_median",31,94,12,12,2
"449","active","3_years","first","164","female",1255,"2","5",1,1,1,"vocab_above_median",31,94,12,12,3
"450","active","3_years","first","164","female",1255,"2","6",1,1,1,"vocab_above_median",31,94,12,12,4
"451","active","3_years","first","165","male",1261,"1","1",1,1,0.83,"vocab_above_median",23,95,9,10,1
"452","active","3_years","first","165","male",1261,"1","2",1,1,0.83,"vocab_above_median",23,95,9,10,2
"453","active","3_years","first","165","male",1261,"1","3",1,1,0.83,"vocab_above_median",23,95,9,10,3
"454","active","3_years","first","165","male",1261,"1","4",1,1,0.83,"vocab_above_median",23,95,9,10,4
"455","active","3_years","first","165","male",1261,"1","5",0,1,0.83,"vocab_above_median",23,95,9,10,5
"456","active","3_years","first","165","male",1261,"1","6",1,1,0.83,"vocab_above_median",23,95,9,10,6
"457","active","3_years","first","170","female",1245,"2","1",1,1,1,"vocab_above_median",22,73,3,10,5
"458","active","3_years","first","170","female",1245,"2","2",1,1,1,"vocab_above_median",22,73,3,10,6
"459","active","3_years","first","170","female",1245,"2","3",1,1,1,"vocab_above_median",22,73,3,10,1
"460","active","3_years","first","170","female",1245,"2","4",1,1,1,"vocab_above_median",22,73,3,10,2
"461","active","3_years","first","170","female",1245,"2","5",1,1,1,"vocab_above_median",22,73,3,10,3
"462","active","3_years","first","170","female",1245,"2","6",1,1,1,"vocab_above_median",22,73,3,10,4
"463","passive","3_years","second","43","male",1327,"1","1",1,0,0.67,"vocab_above_median",21,71,9,9,1
"464","passive","3_years","second","43","male",1327,"1","2",1,0,0.67,"vocab_above_median",21,71,9,9,2
"465","passive","3_years","second","43","male",1327,"1","3",0,0,0.67,"vocab_above_median",21,71,9,9,3
"466","passive","3_years","second","43","male",1327,"1","4",1,0,0.67,"vocab_above_median",21,71,9,9,4
"467","passive","3_years","second","43","male",1327,"1","5",1,0,0.67,"vocab_above_median",21,71,9,9,5
"468","passive","3_years","second","43","male",1327,"1","6",0,0,0.67,"vocab_above_median",21,71,9,9,6
"469","passive","3_years","second","45","male",1233,"2","1",1,0,0.5,"vocab_under_median",18,76,10,11,5
"470","passive","3_years","second","45","male",1233,"2","2",0,0,0.5,"vocab_under_median",18,76,10,11,6
"471","passive","3_years","second","45","male",1233,"2","3",1,0,0.5,"vocab_under_median",18,76,10,11,1
"472","passive","3_years","second","45","male",1233,"2","4",0,0,0.5,"vocab_under_median",18,76,10,11,2
"473","passive","3_years","second","45","male",1233,"2","5",1,0,0.5,"vocab_under_median",18,76,10,11,3
"474","passive","3_years","second","45","male",1233,"2","6",0,0,0.5,"vocab_under_median",18,76,10,11,4
"475","passive","3_years","second","46","female",1225,"4","1",1,0,0.67,"vocab_under_median",13,54,12,9,4
"476","passive","3_years","second","46","female",1225,"4","2",0,0,0.67,"vocab_under_median",13,54,12,9,5
"477","passive","3_years","second","46","female",1225,"4","3",0,0,0.67,"vocab_under_median",13,54,12,9,6
"478","passive","3_years","second","46","female",1225,"4","4",1,0,0.67,"vocab_under_median",13,54,12,9,1
"479","passive","3_years","second","46","female",1225,"4","5",1,0,0.67,"vocab_under_median",13,54,12,9,2
"480","passive","3_years","second","46","female",1225,"4","6",1,0,0.67,"vocab_under_median",13,54,12,9,3
"481","passive","3_years","second","48","male",1208,"3","1",0,0,0.5,"vocab_under_median",13,86,10,10,2
"482","passive","3_years","second","48","male",1208,"3","2",1,0,0.5,"vocab_under_median",13,86,10,10,3
"483","passive","3_years","second","48","male",1208,"3","3",1,0,0.5,"vocab_under_median",13,86,10,10,4
"484","passive","3_years","second","48","male",1208,"3","4",0,0,0.5,"vocab_under_median",13,86,10,10,5
"485","passive","3_years","second","48","male",1208,"3","5",1,0,0.5,"vocab_under_median",13,86,10,10,6
"486","passive","3_years","second","48","male",1208,"3","6",0,0,0.5,"vocab_under_median",13,86,10,10,1
"487","passive","3_years","second","49","male",1300,"4","1",1,0,0.67,"vocab_under_median",14,72,8,9,4
"488","passive","3_years","second","49","male",1300,"4","2",1,0,0.67,"vocab_under_median",14,72,8,9,5
"489","passive","3_years","second","49","male",1300,"4","3",0,0,0.67,"vocab_under_median",14,72,8,9,6
"490","passive","3_years","second","49","male",1300,"4","4",1,0,0.67,"vocab_under_median",14,72,8,9,1
"491","passive","3_years","second","49","male",1300,"4","5",0,0,0.67,"vocab_under_median",14,72,8,9,2
"492","passive","3_years","second","49","male",1300,"4","6",1,0,0.67,"vocab_under_median",14,72,8,9,3
"493","passive","3_years","second","50","male",1367,"1","1",1,0,0.5,"vocab_under_median",9,79,12,10,1
"494","passive","3_years","second","50","male",1367,"1","2",0,0,0.5,"vocab_under_median",9,79,12,10,2
"495","passive","3_years","second","50","male",1367,"1","3",1,0,0.5,"vocab_under_median",9,79,12,10,3
"496","passive","3_years","second","50","male",1367,"1","4",1,0,0.5,"vocab_under_median",9,79,12,10,4
"497","passive","3_years","second","50","male",1367,"1","5",0,0,0.5,"vocab_under_median",9,79,12,10,5
"498","passive","3_years","second","50","male",1367,"1","6",0,0,0.5,"vocab_under_median",9,79,12,10,6
"499","passive","3_years","first","51","female",1274,"3","1",1,1,0.33,"vocab_above_median",19,91,11,8,2
"500","passive","3_years","first","51","female",1274,"3","2",0,1,0.33,"vocab_above_median",19,91,11,8,3
"501","passive","3_years","first","51","female",1274,"3","3",0,1,0.33,"vocab_above_median",19,91,11,8,4
"502","passive","3_years","first","51","female",1274,"3","4",0,1,0.33,"vocab_above_median",19,91,11,8,5
"503","passive","3_years","first","51","female",1274,"3","5",1,1,0.33,"vocab_above_median",19,91,11,8,6
"504","passive","3_years","first","51","female",1274,"3","6",0,1,0.33,"vocab_above_median",19,91,11,8,1
"505","passive","3_years","first","52","female",1293,"3","1",1,1,0.67,"vocab_under_median",5,73,12,9,2
"506","passive","3_years","first","51","female",1274,"3","2",0,1,0.67,"vocab_under_median",5,73,12,9,3
"507","passive","3_years","first","51","female",1274,"3","3",1,1,0.67,"vocab_under_median",5,73,12,9,4
"508","passive","3_years","first","51","female",1274,"3","4",1,1,0.67,"vocab_under_median",5,73,12,9,5
"509","passive","3_years","first","51","female",1274,"3","5",0,1,0.67,"vocab_under_median",5,73,12,9,6
"510","passive","3_years","first","51","female",1274,"3","6",1,1,0.67,"vocab_under_median",5,73,12,9,1
"511","passive","3_years","first","54","female",1292,"4","1",1,1,1,"vocab_under_median",11,77,8,10,4
"512","passive","3_years","first","54","female",1292,"4","2",1,1,1,"vocab_under_median",11,77,8,10,5
"513","passive","3_years","first","54","female",1292,"4","3",1,1,1,"vocab_under_median",11,77,8,10,6
"514","passive","3_years","first","54","female",1292,"4","4",1,1,1,"vocab_under_median",11,77,8,10,1
"515","passive","3_years","first","54","female",1292,"4","5",1,1,1,"vocab_under_median",11,77,8,10,2
"516","passive","3_years","first","54","female",1292,"4","6",1,1,1,"vocab_under_median",11,77,8,10,3
"517","passive","3_years","first","55","female",1345,"2","1",1,1,0.67,"vocab_under_median",14,92,12,12,5
"518","passive","3_years","first","55","female",1345,"2","2",1,1,0.67,"vocab_under_median",14,92,12,12,6
"519","passive","3_years","first","55","female",1345,"2","3",1,1,0.67,"vocab_under_median",14,92,12,12,1
"520","passive","3_years","first","55","female",1345,"2","4",1,1,0.67,"vocab_under_median",14,92,12,12,2
"521","passive","3_years","first","55","female",1345,"2","5",0,1,0.67,"vocab_under_median",14,92,12,12,3
"522","passive","3_years","first","55","female",1345,"2","6",0,1,0.67,"vocab_under_median",14,92,12,12,4
"523","passive","3_years","first","57","female",1317,"4","1",0,1,0.5,"vocab_above_median",23,95,12,11,4
"524","passive","3_years","first","57","female",1317,"4","2",1,1,0.5,"vocab_above_median",23,95,12,11,5
"525","passive","3_years","first","57","female",1317,"4","3",0,1,0.5,"vocab_above_median",23,95,12,11,6
"526","passive","3_years","first","57","female",1317,"4","4",0,1,0.5,"vocab_above_median",23,95,12,11,1
"527","passive","3_years","first","57","female",1317,"4","5",1,1,0.5,"vocab_above_median",23,95,12,11,2
"528","passive","3_years","first","57","female",1317,"4","6",1,1,0.5,"vocab_above_median",23,95,12,11,3
"529","passive","3_years","second","70","female",1309,"1","1",0,0,0.5,"vocab_under_median",20,85,8,9,1
"530","passive","3_years","second","70","female",1309,"1","2",1,0,0.5,"vocab_under_median",20,85,8,9,2
